tanggal,periode_data,pm10,pm25,so2,co,o3,no2,max,critical,categori,stasiun,_baris_sumber,tanggal_dt,row_param_max,cat_from_raw_max,critical_candidates,jumlah_critical_candidates,critical_final,flag_multi_critical,critical_status,critical_candidates_str,periode_expected,tanggal_raw,periode_data_raw,max_raw,critical_raw,categori_raw,stasiun_raw,jumlah_param_pada_max,flag_multi_param_max,categori_expected,jumlah_parameter_terisi,critical_terisi_flag,duplicate_group_size,duplicate_group_id,duplicate_type,dedup_action,used_for_main_dashboard_kpi
2016-10-10,201610,49.0,,30.0,25.0,21.0,3.0,49.0,PM10,BAIK,DKI1 Bunderan HI,1417,2016-10-10,49.0,BAIK,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,201610,2016-10-10,201610,49.0,PM10,BAIK,DKI1 Bunderan HI,1,False,BAIK,5,1,2,1.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2016-10-10,201610,54.0,,30.0,31.0,20.0,4.0,54.0,PM10,SEDANG,DKI1 Bunderan HI,1418,2016-10-10,54.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,201610,2016-10-10,201610,54.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,5,1,2,1.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2016-11-11,201611,65.0,,31.0,27.0,27.0,4.0,65.0,PM10,SEDANG,DKI1 Bunderan HI,1448,2016-11-11,65.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,201611,2016-11-11,201611,65.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,5,1,3,2.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2016-11-11,201611,55.0,,31.0,26.0,58.0,4.0,58.0,O3,SEDANG,DKI1 Bunderan HI,1449,2016-11-11,58.0,SEDANG,['O3'],1,O3,False,VALID_SINGLE_CRITICAL,O3,201611,2016-11-11,201611,58.0,O3,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,5,1,3,2.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2016-11-11,201611,62.0,,31.0,31.0,47.0,5.0,62.0,PM10,SEDANG,DKI1 Bunderan HI,1450,2016-11-11,62.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,201611,2016-11-11,201611,62.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,5,1,3,2.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-01-11,202001,34.0,,31.0,25.0,23.0,8.0,34.0,PM10,BAIK,DKI1 Bunderan HI,1874,2020-01-11,34.0,BAIK,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202001,2020-01-11,202001,34.0,PM10,BAIK,DKI1 Bunderan HI,1,False,BAIK,5,1,2,3.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-01-11,202001,49.0,,67.0,18.0,10.0,40.0,67.0,SO2,SEDANG,DKI1 Bunderan HI,1875,2020-01-11,67.0,BAIK,['SO2'],1,SO2,False,CORRECTED_SINGLE_CRITICAL,SO2,202001,2020-01-11,202011,11.0,PM2.5,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,5,1,2,3.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-02-06,202002,50.0,,9.0,26.0,32.0,18.0,50.0,PM10,BAIK,DKI1 Bunderan HI,1901,2020-02-06,50.0,BAIK,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202002,2020-02-06,202002,50.0,PM10,BAIK,DKI1 Bunderan HI,1,False,BAIK,5,1,2,4.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-02-06,202002,39.0,51.0,58.0,15.0,57.0,21.0,58.0,SO2,SEDANG,DKI1 Bunderan HI,1902,2020-02-06,58.0,SEDANG,['SO2'],1,SO2,False,VALID_SINGLE_CRITICAL,SO2,202002,2020-02-06,202202,58.0,SO2,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,4.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-02-11,202002,53.0,51.03030303030303,9.0,24.0,31.0,16.0,53.0,PM10,SEDANG,DKI1 Bunderan HI,1907,2020-02-11,53.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202002,2020-02-11,202002,53.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,5.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-02-11,202002,23.0,51.03030303030303,27.0,15.0,3.0,32.0,51.03030303030303,PM2.5,SEDANG,DKI1 Bunderan HI,1908,2020-02-11,51.03030303030303,BAIK,['PM2.5'],1,PM2.5,False,CORRECTED_SINGLE_CRITICAL,PM2.5,202002,2020-02-11,202011,5.0,O3,BAIK,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,5.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-03-01,202003,42.0,51.14545454545455,8.0,16.0,33.0,5.0,51.14545454545455,PM2.5,SEDANG,DKI1 Bunderan HI,1927,2020-03-01,51.14545454545455,BAIK,['PM2.5'],1,PM2.5,False,CORRECTED_SINGLE_CRITICAL,PM2.5,202003,2020-03-01,202003,42.0,PM10,BAIK,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,6.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-03-01,202003,45.0,51.14545454545455,5.0,13.0,28.0,8.0,51.14545454545455,PM2.5,SEDANG,DKI1 Bunderan HI,1928,2020-03-01,51.14545454545455,BAIK,['PM2.5'],1,PM2.5,False,CORRECTED_SINGLE_CRITICAL,PM2.5,202003,2020-03-01,202003,45.0,PM10,BAIK,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,6.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-03-03,202003,59.0,51.15757575757576,5.0,23.0,29.0,14.0,59.0,PM10,SEDANG,DKI1 Bunderan HI,1930,2020-03-03,59.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-03,202003,59.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,7.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-03-03,202003,55.0,51.15757575757576,8.0,25.0,33.0,8.0,55.0,PM10,SEDANG,DKI1 Bunderan HI,1931,2020-03-03,55.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-03,202003,55.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,7.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-03-04,202003,56.0,51.16363636363637,7.0,19.0,55.0,16.0,56.0,PM10,SEDANG,DKI1 Bunderan HI,1932,2020-03-04,56.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-04,202003,56.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,8.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-03-04,202003,71.0,51.16363636363637,16.0,47.0,54.0,12.0,71.0,PM10,SEDANG,DKI1 Bunderan HI,1933,2020-03-04,71.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-04,202003,71.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,8.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-03-06,202003,36.0,51.17575757575757,10.0,19.0,33.0,16.0,51.17575757575757,PM2.5,SEDANG,DKI1 Bunderan HI,1935,2020-03-06,51.17575757575757,BAIK,['PM2.5'],1,PM2.5,False,CORRECTED_SINGLE_CRITICAL,PM2.5,202003,2020-03-06,202003,36.0,PM10,BAIK,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,9.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-03-06,202003,54.0,51.17575757575757,8.0,13.0,39.0,7.0,54.0,PM10,SEDANG,DKI1 Bunderan HI,1936,2020-03-06,54.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-06,202003,54.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,9.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-03-09,202003,39.0,51.1939393939394,6.0,12.0,19.0,11.0,51.1939393939394,PM2.5,SEDANG,DKI1 Bunderan HI,1939,2020-03-09,51.1939393939394,BAIK,['PM2.5'],1,PM2.5,False,CORRECTED_SINGLE_CRITICAL,PM2.5,202003,2020-03-09,202003,39.0,PM10,BAIK,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,10.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-03-09,202003,45.0,51.1939393939394,16.0,20.0,35.0,11.0,51.1939393939394,PM2.5,SEDANG,DKI1 Bunderan HI,1940,2020-03-09,51.1939393939394,BAIK,['PM2.5'],1,PM2.5,False,CORRECTED_SINGLE_CRITICAL,PM2.5,202003,2020-03-09,202003,45.0,PM10,BAIK,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,10.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-03-11,202003,40.0,51.2060606060606,5.0,15.0,38.0,13.0,51.2060606060606,PM2.5,SEDANG,DKI1 Bunderan HI,1942,2020-03-11,51.2060606060606,BAIK,['PM2.5'],1,PM2.5,False,CORRECTED_SINGLE_CRITICAL,PM2.5,202003,2020-03-11,202003,40.0,PM10,BAIK,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,11.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-03-11,202003,43.0,51.2060606060606,64.0,19.0,6.0,53.0,64.0,SO2,SEDANG,DKI1 Bunderan HI,1943,2020-03-11,64.0,BAIK,['SO2'],1,SO2,False,CORRECTED_SINGLE_CRITICAL,SO2,202003,2020-03-11,202011,10.0,PM2.5,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,11.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-03-19,202003,73.0,51.25454545454546,22.0,27.0,37.0,9.0,73.0,PM10,SEDANG,DKI1 Bunderan HI,1948,2020-03-19,73.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-19,202003,73.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,3,12.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-03-19,202003,62.0,51.25454545454546,7.0,26.0,37.0,14.0,62.0,PM10,SEDANG,DKI1 Bunderan HI,1949,2020-03-19,62.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-19,202003,62.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,3,12.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-03-19,202003,62.0,51.25454545454546,22.0,36.0,43.0,7.0,62.0,PM10,SEDANG,DKI1 Bunderan HI,1950,2020-03-19,62.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-19,202003,62.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,3,12.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-03-21,202003,56.0,51.266666666666666,6.0,23.0,40.0,7.0,56.0,PM10,SEDANG,DKI1 Bunderan HI,1951,2020-03-21,56.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-21,202003,56.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,13.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-03-21,202003,43.0,51.266666666666666,6.0,15.0,37.0,17.0,51.266666666666666,PM2.5,SEDANG,DKI1 Bunderan HI,1952,2020-03-21,51.266666666666666,BAIK,['PM2.5'],1,PM2.5,False,CORRECTED_SINGLE_CRITICAL,PM2.5,202003,2020-03-21,202003,43.0,PM10,BAIK,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,13.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-03-24,202003,78.0,51.28484848484848,6.0,15.0,63.0,2.0,78.0,PM10,SEDANG,DKI1 Bunderan HI,1953,2020-03-24,78.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-24,202003,78.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,3,14.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-03-24,202003,58.0,51.28484848484848,4.0,20.0,54.0,17.0,58.0,PM10,SEDANG,DKI1 Bunderan HI,1954,2020-03-24,58.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-24,202003,58.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,3,14.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-03-24,202003,71.0,51.28484848484848,17.0,22.0,70.0,6.0,71.0,PM10,SEDANG,DKI1 Bunderan HI,1955,2020-03-24,71.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-24,202003,71.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,3,14.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-03-29,202003,61.0,51.31515151515151,7.0,7.0,56.0,8.0,61.0,PM10,SEDANG,DKI1 Bunderan HI,1957,2020-03-29,61.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-29,202003,61.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,15.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-03-29,202003,74.0,51.31515151515151,18.0,36.0,73.0,8.0,74.0,PM10,SEDANG,DKI1 Bunderan HI,1958,2020-03-29,74.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202003,2020-03-29,202003,74.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,15.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-04-11,202004,48.0,51.39393939393939,2.0,6.0,88.0,6.0,88.0,O3,SEDANG,DKI1 Bunderan HI,1970,2020-04-11,88.0,SEDANG,['O3'],1,O3,False,VALID_SINGLE_CRITICAL,O3,202004,2020-04-11,202004,88.0,O3,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,16.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-04-11,202004,42.0,51.39393939393939,62.0,20.0,5.0,59.0,62.0,SO2,SEDANG,DKI1 Bunderan HI,1971,2020-04-11,62.0,BAIK,['SO2'],1,SO2,False,CORRECTED_SINGLE_CRITICAL,SO2,202004,2020-04-11,202011,12.0,PM2.5,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,16.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-05-11,202005,44.0,51.57575757575758,2.0,4.0,47.0,8.0,51.57575757575758,PM2.5,SEDANG,DKI1 Bunderan HI,2001,2020-05-11,51.57575757575758,BAIK,['PM2.5'],1,PM2.5,False,CORRECTED_SINGLE_CRITICAL,PM2.5,202005,2020-05-11,202005,47.0,O3,BAIK,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,17.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-05-11,202005,51.0,51.57575757575758,70.0,17.0,11.0,50.0,70.0,SO2,SEDANG,DKI1 Bunderan HI,2002,2020-05-11,70.0,BAIK,['SO2'],1,SO2,False,CORRECTED_SINGLE_CRITICAL,SO2,202005,2020-05-11,202011,19.0,PM2.5,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,2,17.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-06-06,202006,69.0,51.73333333333333,18.0,7.0,74.0,13.0,74.0,O3,SEDANG,DKI1 Bunderan HI,2028,2020-06-06,74.0,SEDANG,['O3'],1,O3,False,VALID_SINGLE_CRITICAL,O3,202006,2020-06-06,202006,74.0,O3,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,55.0,51.73333333333333,16.0,5.0,65.0,9.0,65.0,O3,SEDANG,DKI1 Bunderan HI,2029,2020-06-06,65.0,SEDANG,['O3'],1,O3,False,VALID_SINGLE_CRITICAL,O3,202006,2020-06-06,202006,65.0,O3,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,59.0,51.73333333333333,15.0,5.0,33.0,10.0,59.0,PM10,SEDANG,DKI1 Bunderan HI,2030,2020-06-06,59.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,59.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,58.0,51.73333333333333,14.0,6.0,41.0,12.0,58.0,PM10,SEDANG,DKI1 Bunderan HI,2031,2020-06-06,58.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,58.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,67.0,51.73333333333333,16.0,10.0,34.0,10.0,67.0,PM10,SEDANG,DKI1 Bunderan HI,2032,2020-06-06,67.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,67.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,63.0,51.73333333333333,16.0,6.0,40.0,10.0,63.0,PM10,SEDANG,DKI1 Bunderan HI,2033,2020-06-06,63.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,63.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,49.0,51.73333333333333,15.0,6.0,58.0,13.0,58.0,O3,SEDANG,DKI1 Bunderan HI,2034,2020-06-06,58.0,SEDANG,['O3'],1,O3,False,VALID_SINGLE_CRITICAL,O3,202006,2020-06-06,202006,58.0,O3,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,60.0,51.73333333333333,16.0,6.0,61.0,10.0,61.0,O3,SEDANG,DKI1 Bunderan HI,2035,2020-06-06,61.0,SEDANG,['O3'],1,O3,False,VALID_SINGLE_CRITICAL,O3,202006,2020-06-06,202006,61.0,O3,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,60.0,51.73333333333333,15.0,6.0,61.0,12.0,61.0,O3,SEDANG,DKI1 Bunderan HI,2036,2020-06-06,61.0,SEDANG,['O3'],1,O3,False,VALID_SINGLE_CRITICAL,O3,202006,2020-06-06,202006,61.0,O3,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,70.0,51.73333333333333,13.0,8.0,54.0,13.0,70.0,PM10,SEDANG,DKI1 Bunderan HI,2037,2020-06-06,70.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,70.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,67.0,51.73333333333333,16.0,8.0,35.0,11.0,67.0,PM10,SEDANG,DKI1 Bunderan HI,2038,2020-06-06,67.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,67.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,56.0,51.73333333333333,15.0,5.0,49.0,8.0,56.0,PM10,SEDANG,DKI1 Bunderan HI,2039,2020-06-06,56.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,56.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,60.0,51.73333333333333,17.0,6.0,56.0,9.0,60.0,PM10,SEDANG,DKI1 Bunderan HI,2040,2020-06-06,60.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,60.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,57.0,51.73333333333333,15.0,6.0,47.0,11.0,57.0,PM10,SEDANG,DKI1 Bunderan HI,2041,2020-06-06,57.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,57.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,61.0,51.73333333333333,17.0,12.0,67.0,17.0,67.0,O3,SEDANG,DKI1 Bunderan HI,2042,2020-06-06,67.0,SEDANG,['O3'],1,O3,False,VALID_SINGLE_CRITICAL,O3,202006,2020-06-06,202006,67.0,O3,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,63.0,51.73333333333333,16.0,6.0,61.0,10.0,63.0,PM10,SEDANG,DKI1 Bunderan HI,2043,2020-06-06,63.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,63.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,67.0,51.73333333333333,20.0,6.0,34.0,11.0,67.0,PM10,SEDANG,DKI1 Bunderan HI,2044,2020-06-06,67.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,67.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,53.0,51.73333333333333,18.0,7.0,41.0,15.0,53.0,PM10,SEDANG,DKI1 Bunderan HI,2045,2020-06-06,53.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,53.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,53.0,51.73333333333333,15.0,7.0,77.0,11.0,77.0,O3,SEDANG,DKI1 Bunderan HI,2046,2020-06-06,77.0,SEDANG,['O3'],1,O3,False,VALID_SINGLE_CRITICAL,O3,202006,2020-06-06,202006,77.0,O3,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,RETAINED_IN_FINAL_DATASET,True
2020-06-06,202006,76.0,51.73333333333333,19.0,13.0,64.0,23.0,76.0,PM10,SEDANG,DKI1 Bunderan HI,2047,2020-06-06,76.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,76.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,70.0,51.73333333333333,18.0,10.0,61.0,19.0,70.0,PM10,SEDANG,DKI1 Bunderan HI,2048,2020-06-06,70.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,70.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,65.0,51.73333333333333,20.0,6.0,42.0,14.0,65.0,PM10,SEDANG,DKI1 Bunderan HI,2049,2020-06-06,65.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,65.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
2020-06-06,202006,72.0,51.73333333333333,21.0,6.0,47.0,11.0,72.0,PM10,SEDANG,DKI1 Bunderan HI,2050,2020-06-06,72.0,SEDANG,['PM10'],1,PM10,False,VALID_SINGLE_CRITICAL,PM10,202006,2020-06-06,202006,72.0,PM10,SEDANG,DKI1 Bunderan HI,1,False,SEDANG,6,1,25,18.0,DUPLIKAT_KONFLIK_NILAI,SEPARATED_TO_DUPLICATE_AUDIT,False
